Direction,Ligand-receptor pair,Mean interaction  score in Control,Mean interaction  score in OW,Mean interaction  score in T2D,P_Global_KW,P_OW_vs_Control,P_T2D_vs_Control,P_T2D_vs_OW,Log2FC_OW_vs_Control,Log2FC_T2D_vs_Control,Log2FC_T2D_vs_OW,FDR_Global,FDR_T2D_Control,FDR_OW_Control,FDR_T2D_OW
PeriMac->Alpha,SPP1_ITGB1,0.798464474773365,1.16160969144553,1.64621759324003,5.93418320928374e-10,0.000171019232559237,1.38E-10,1.06452749035821e-05,0.540825268616886,1.04385491364359,0.503029645026703,2.64219861461569e-09,1.38540782786276e-09,0.000467135403019785,4.14783309526372e-05
PeriMac->Alpha,SPP1_CD44,0.592993949854431,0.709622052822872,1.20363388681272,4.66199708846791e-09,0.138769313976288,1.85E-10,1.97152986125979e-07,0.259033458916295,1.02130733784386,0.762273878927566,1.75209946983194e-08,1.82124040882316e-09,0.184130890579064,1.13731790635939e-06
PeriMac->Alpha,C5AR1_RPS19,0.515563421560162,0.544419616908414,1.02599864520348,1.1141129215382e-11,0.856153932561194,4.53E-14,2.35003546246655e-10,0.0785691415132236,0.992807009097698,0.914237867584475,6.97011759363403e-11,1.07527224172156e-12,0.882063605360152,2.43839052212325e-09
PeriMac->Alpha,NID1_PTPRF,0.334201569206326,0.336874219376083,0.65359662787676,4.10255927645476e-10,0.561866731096634,8.72E-12,5.74936739844949e-09,0.0114915173113213,0.96768203061861,0.956190513307288,1.87316069166765e-09,1.11058413109587e-10,0.623049556308773,4.50673101619637e-08
PeriMac->Alpha,SPP1_ITGB5,0.512785210564522,0.655236915650383,1.00138054510966,1.21026557083494e-09,0.0161778772146015,4.37E-12,1.53196883803334e-06,0.353661985986377,0.965563772308238,0.611901786321861,5.08529605619294e-09,6.14353668197656e-11,0.0271588384900192,7.19909587968512e-06
PeriMac->Alpha,PLA2G2A_ITGB1,0.418211161293963,0.452690544309086,0.812094452317593,1.5566015569302e-10,0.435702654213545,3.45E-12,2.97195718156318e-09,0.11429360662814,0.957415965770059,0.843122359141919,7.67035357794238e-10,4.99013569464235e-11,0.50275041545076,2.49078316169104e-08
PeriMac->Alpha,HLA-C_DDR1,0.467369524536806,0.693677427796987,0.8902708234298,2.93827369304847e-10,1.78585825926975e-05,8.99E-13,0.00098659686851909,0.569701274865394,0.929680609843453,0.359979334978059,1.3745344537992e-09,1.50082871445598e-11,6.32200601232192e-05,0.00245412682387895
PeriMac->Alpha,C1QB_LRP1,0.460160466809964,0.68644312296798,0.873078652599604,1.46118942240633e-09,2.74767861718567e-05,4.47E-11,0.00101650839839712,0.577003141604306,0.923974581139391,0.346971439535085,6.04165555505598e-09,4.92703726174032e-10,9.29983531970533e-05,0.0025197954664492
PeriMac->Alpha,COL6A1_ITGB1,0.534576990297025,0.822102945492021,1.00222795429781,1.95713692123199e-08,0.000268881390592407,2.36E-11,0.00630924446350958,0.620921320389326,0.906741035694092,0.285819715304766,6.57169661672138e-08,2.78352355419251e-10,0.000700398104285386,0.0129289614137999
PeriMac->Alpha,COL1A1_DDR1,0.351544194640112,0.369085709083068,0.648067689784087,4.62461357045073e-08,0.603309669421741,4.91E-09,2.82487675893552e-07,0.0702498074571222,0.882438436446428,0.812188628989306,1.44759716057599e-07,3.53143144214821e-08,0.66206411599408,1.57316121834928e-06
PeriMac->Alpha,COL6A1_GP6,0.322335146054382,0.345362871750546,0.589270916531667,1.78776838586917e-08,0.599104061380557,1.46E-09,1.57113867826246e-07,0.0995514916063658,0.870369559390117,0.770818067783752,6.04871363924105e-08,1.18671083688528e-08,0.657850816310517,9.2405936890493e-07
PeriMac->Alpha,GNAS_GCGR,0.389463946456427,0.465953833031966,0.711640057374504,5.73110663983538e-09,0.00642770933599079,3.49E-09,9.20725892179915e-07,0.258697237335593,0.869657937825651,0.610960700490058,2.11810544925507e-08,2.60145354812518e-08,0.0118775104370289,4.60511052131595e-06
PeriMac->Alpha,UBA52_ERBB2,0.429309742204915,0.554323891604325,0.777275323959694,1.20674825511015e-10,0.00227765360402419,1.07E-13,1.96884205435771e-06,0.368710277170982,0.856406802614991,0.487696525444009,6.08133318404511e-10,2.3022792095851e-12,0.00471503613367457,9.03807021803579e-06
PeriMac->Alpha,COL6A1_CD44,0.404652994762349,0.494085255754909,0.732383141637273,2.66254492229132e-07,0.200197125303103,9.22E-11,9.3138623409682e-05,0.288074730973301,0.855913308618245,0.567838577644944,7.1677399812795e-07,9.57391143472054e-10,0.254940448440594,0.000296821687449782
PeriMac->Alpha,CDH1_PTPRF,0.395590552964765,0.418286494008742,0.714299308444896,1.7084105183232e-09,0.865649257161016,2.05E-10,1.04632947239852e-08,0.0804834418305124,0.852520749208082,0.77203730737757,6.94987061269902e-09,1.9900753940099e-09,0.890255575123813,7.78322274205213e-08
PeriMac->Alpha,CALR_LRP1,0.435455834345798,0.582392554872205,0.773500376183917,3.20180441954967e-08,0.00586316555742861,2.93E-11,0.000322080592660988,0.419465509444752,0.828875589463446,0.409410080018694,1.03487289069852e-07,3.3920453544816e-10,0.0109339480847049,0.000901941689685289
PeriMac->Alpha,GNAS_ADCY7,0.352935360780969,0.466421247871307,0.624231175799434,5.55085082652131e-08,0.00312935979796763,7.72E-10,0.000265026740733076,0.402229529431946,0.822676427646141,0.420446898214195,1.70379521256304e-07,6.59680059034905e-09,0.00627891335673092,0.000757636971363203
PeriMac->Alpha,TGFB1_ENG,0.313778271728671,0.395576655392657,0.552668337109448,7.06395226921219e-07,0.0474893938670396,1.46E-09,0.00047226331455614,0.33421183513159,0.816668506420258,0.482456671288668,1.77004046165222e-06,1.18671083688528e-08,0.0709564417734655,0.00127467366845477
PeriMac->Alpha,TGFB1_ITGB8,0.310979461366901,0.340689778870545,0.547189921492908,1.79347008754365e-08,0.479590374996815,8.47E-10,2.46972653009922e-07,0.131639364247628,0.81522235521782,0.683582990970191,6.06360600819398e-08,7.17203411131298e-09,0.545496770877977,1.39912189658771e-06
PeriMac->Alpha,FBLN1_ITGB1,0.449029725523376,0.726293155784214,0.786041310559001,1.57349655328658e-08,8.19759269169447e-07,1.32E-08,0.192710846140104,0.69374102992017,0.807794180472484,0.114053150552314,5.37837150936506e-08,8.65021803339076e-08,4.19422206955604e-06,0.259657196705892
PeriMac->Alpha,TGFB1_ACVR1B,0.309903210953093,0.351045190223717,0.539633775709481,1.39307647827289e-06,0.616005396421432,3.39E-08,1.96200496125035e-05,0.179839057817913,0.800162944518387,0.620323886700474,3.28229790081575e-06,2.0417085834139e-07,0.674266409037681,7.16585053975852e-05
PeriMac->Alpha,APP_TNFRSF21,0.489577044370927,0.611987208285425,0.845840889913466,2.15307166205334e-08,0.00344982715916104,1.22E-09,3.6863767466849e-05,0.321965584003414,0.788850390513323,0.466884806509909,7.16768467652876e-08,1.00676888720757e-08,0.00684098378840437,0.00012670052429284
PeriMac->Alpha,CD96_NECTIN1,0.335278067662014,0.184314909514726,0.279299907630414,8.22725470630252e-10,3.07392933038088e-09,0.111466176,1.19541814266989e-05,-0.863185331,-0.263543014,0.599642316334615,3.58114007934624e-09,0.156354358830965,3.08650299179687e-08,4.6077935681094e-05
PeriMac->Alpha,TGFB1_SDC2,0.363308539299906,0.475260054968286,0.625180438968903,1.36187539830362e-06,0.040523194677234,2.47E-09,0.00114474400172458,0.387521873392974,0.783077361810951,0.395555488417977,3.21646899489745e-06,1.89713270736972e-08,0.0615134841251812,0.00280487839455921
PeriMac->Alpha,CCL5_CXCR3,0.295719160615794,0.184437419856147,0.333849441616362,1.20673175504567e-09,2.54753168880505e-07,0.26793962,7.16882798199763e-08,-0.681096332,0.174969903242523,0.856066234975246,5.07501975250945e-09,0.334987370553601,1.51359080211296e-06,4.53361541803891e-07
PeriMac->Alpha,GCG_GIPR,0.769305590375711,0.948002976170595,1.30921114158665,3.16301937446493e-05,0.0627355397815243,9.94E-06,0.000502900752282436,0.301334795856635,0.767069087083942,0.465734291227307,5.9202490378125e-05,3.47929110838669e-05,0.0909114673111789,0.00134800523485361
PeriMac->Alpha,LAMB1_ITGB1,0.577604655442461,0.731517281425266,0.969348927006135,7.86015674175564e-09,0.00210090145150815,6.12E-11,7.55079337178002e-05,0.340809576322358,0.746933700607431,0.406124124285073,2.82868603731083e-08,6.55793290215331e-10,0.00438612550126858,0.000246444368691267
PeriMac->Alpha,PDGFB_LRP1,0.252936920787049,0.204092761642543,0.424030435595659,1.16740293736189e-11,0.000990851807336901,4.15E-09,2.76675552703321e-10,-0.309552622,0.745390178201202,1.05494280040447,7.25968973314115e-11,3.03975899452303e-08,0.00224227696720975,2.83919643082132e-09
PeriMac->Alpha,SPP1_ITGA4,0.4439701719838,0.498592498859679,0.738972980963405,2.70727870370145e-06,0.298668072519942,4.52E-07,1.96200496125035e-05,0.167398425067467,0.735058862088955,0.567660437021488,6.02996555590427e-06,2.11688642377747e-06,0.361309032458399,7.16585053975852e-05
PeriMac->Alpha,HLA-B_CANX,1.28017706246537,2.29227891048997,2.10178688052254,9.38874338942395e-12,3.67964602045089e-11,8.79E-09,0.485476118489787,0.840439228091652,0.715273023671852,-0.125166204,5.95561692453403e-11,5.93752993457144e-08,6.46398080579395e-10,0.562689020038858
PeriMac->Alpha,BGN_TLR1,0.297080575091149,0.301420206610916,0.486563816947505,2.04159262025508e-05,0.690041446011321,8.38E-06,3.6863767466849e-05,0.0209218593056103,0.711774760938162,0.690852901632552,3.93551890095875e-05,2.99476842538739e-05,0.740361928731723,0.00012670052429284
PeriMac->Alpha,GNAS_CRHR1,0.412340218725619,0.505307380460006,0.673897410506073,1.50314134952159e-06,0.0200011417749797,3.39E-08,0.000644939009410588,0.293326066022807,0.708693795544972,0.415367729522165,3.5203912967145e-06,2.0417085834139e-07,0.0328065149423264,0.00168798851845734
PeriMac->Alpha,LAMB1_CD44,0.44474479132546,0.459530335084696,0.726751299308704,6.01813816924149e-07,0.947006451616043,1.39E-07,1.96884205435771e-06,0.0471823922030209,0.708484035080936,0.661301642877915,1.52837443078368e-06,7.24287298132191e-07,0.956957662298174,9.03807021803579e-06
PeriMac->Alpha,GNAS_ADORA1,0.361659033842994,0.461895858453252,0.589045220736021,6.37094587736182e-05,0.0123648801967499,1.32E-05,0.0083195504868026,0.352937420547344,0.703748202775733,0.350810782228389,0.000113024311799222,4.47665269988063e-05,0.0213552309711689,0.0164034595098065
PeriMac->Alpha,GPI_AMFR,0.283907512969028,0.314387362431858,0.458299823533798,9.37892495880716e-06,0.3336515145033,9.98E-07,7.55079337178002e-05,0.147122198394733,0.690870701052996,0.543748502658263,1.91353044653878e-05,4.36927181133527e-06,0.397433447489055,0.000246444368691267
PeriMac->Alpha,ARF1_INSR,0.432253558210966,0.50266378768634,0.697169952770599,3.20536284698832e-07,0.0828878125035822,2.91E-08,1.29106468353303e-05,0.217715919522029,0.689632551178095,0.471916631656067,8.49904054482861e-07,1.78083394941348e-07,0.116547711039104,4.93770043788277e-05
PeriMac->Alpha,GCG_GCGR,0.497548367956646,0.574030211629136,0.794830689847542,0.000108235111721408,0.179786004732213,1.47E-05,0.00101650839839712,0.206289888036636,0.675810797068518,0.469520909031881,0.000185013216444438,4.94659777286039e-05,0.231943610937014,0.0025197954664492
PeriMac->Alpha,VIM_CD44,0.58620245939603,0.853944614534598,0.935235987690796,7.50031315404923e-07,6.01662498754229e-05,9.67E-08,0.130356257309395,0.542743480416527,0.673931423804408,0.13118794338788,1.87016629513422e-06,5.24235811850043e-07,0.000185961159323375,0.185432586350695
PeriMac->Alpha,PLA2G2A_ITGA4,0.2375430311728,0.190233765792766,0.377525976893494,3.99376589700567e-09,0.00784523679068515,6.28E-06,4.46679599425733e-09,-0.320415539,0.668387032031095,0.988802571396844,1.51808672727257e-08,2.30360136301493e-05,0.0141794940483455,3.58882627342226e-08
PeriMac->Alpha,TGFB1_TGFBR3,0.314672574345687,0.351389778871225,0.499324753873389,4.56412895229567e-05,0.457350927544012,5.27E-06,0.000232412407086175,0.159220782412136,0.666126983564208,0.506906201152073,8.30230009107137e-05,1.96293429876511e-05,0.524357110635515,0.000675161299688521
PeriMac->Alpha,ALOX5AP_ALOX5,0.291586939711656,0.296701777757393,0.462186262047756,1.61784275087621e-06,0.922981712753268,1.21E-06,2.324126672825e-06,0.0250874687399127,0.664548273914354,0.639460805174441,3.7605873860387e-06,5.19317229854826e-06,0.938884778251089,1.04985247477538e-05
PeriMac->Alpha,B2M_TFRC,0.554873261237484,0.800148927422257,0.878511030846312,3.43029302207352e-07,0.000389803550145343,5.33E-10,0.0707881133398131,0.528110262576578,0.662902117600475,0.134791855023897,9.05426522634459e-07,4.72190156394541e-09,0.000974299977426518,0.108283293085237
PeriMac->Alpha,EFEMP2_CATSPER1,0.327627049753752,0.202242416514043,0.352689944019782,4.18806170655999e-09,1.20228550750457e-07,0.469525459,8.82086445092975e-07,-0.695968865,0.106345966965052,0.802314831922043,1.58805852027608e-08,0.539774893202371,7.83164749581187e-07,4.42847274479401e-06
PeriMac->Alpha,HGF_CD44,0.336472103824416,0.280698741402068,0.531579151654112,4.8680235788572e-09,0.0569938463727775,1.06E-06,2.68228532437251e-09,-0.261464303,0.659797623098788,0.921261926205654,1.81926778620112e-08,4.62980885999747e-06,0.0834597486601678,2.26019489663476e-08
PeriMac->Alpha,GSTP1_TRAF2,0.360692381559221,0.432119973869808,0.567141515210104,5.77490600290479e-06,0.0136897889195942,1.66E-06,0.000587789251693854,0.260662966203981,0.65293981387899,0.392276847675009,1.22122700510306e-05,6.90606211240038e-06,0.0234051229915642,0.00155543209639724
PeriMac->Alpha,COL6A1_ITGB8,0.360592138618359,0.403244075173389,0.566700886762151,6.517379396721e-06,0.667915326788196,1.29E-07,8.68695446365426e-05,0.161285391264563,0.652219514025559,0.490934122760996,1.36584759143877e-05,6.78688302285976e-07,0.72093429394588,0.000278268925951123
PeriMac->Alpha,APP_LRP1,0.38289759734454,0.411638927377304,0.601520644115689,1.10521248702795e-05,0.38094907867766,2.90E-06,4.26397847358293e-05,0.104420812070999,0.65165564259406,0.547234830523061,2.22906423329659e-05,1.14210446683538e-05,0.446755469688862,0.000144634149823933
PeriMac->Alpha,GNAS_ADRB3,0.368555971383453,0.446435951494858,0.573081878107516,2.0658101682199e-05,0.00937044114257872,4.16E-06,0.00405145786985008,0.276569478108277,0.63685754162318,0.360288063514903,3.97645011332134e-05,1.5876843927166e-05,0.0166620310876917,0.00865399565146819
PeriMac->Alpha,MMP7_CD44,0.508598818178226,0.413020168415051,0.787665511475479,1.82503324321436e-08,0.0296101667241393,1.14E-06,3.20681161803752e-08,-0.300315877,0.631054996948407,0.931370873559775,6.16138620799985e-08,4.90271199579976e-06,0.0464051806456269,2.17791225343568e-07
PeriMac->Alpha,PKM_CD44,0.417174297937714,0.449775964300954,0.645627459118511,1.60792142602285e-05,0.865649257161016,6.75E-07,0.000110732414580675,0.108556290041663,0.630051661505001,0.521495371463339,3.15363563119031e-05,3.04790230002372e-06,0.890255575123813,0.000347314042773548
PeriMac->Alpha,CCL13_CCR1,0.319222052618969,0.203562642477656,0.371809032293625,6.60492417503333e-09,2.51346301088367e-06,0.129495748,1.03963385568725e-07,-0.649087493,0.220001497380099,0.869088990228197,2.41232312861045e-08,0.178293185649458,1.10176611680089e-05,6.34251445771791e-07
PeriMac->Alpha,GNAI2_C5AR1,0.33081919521414,0.400726019460028,0.510807967063091,2.65076267615031e-05,0.099029494556936,7.21E-07,0.00153352725629065,0.276573240555542,0.626738078535952,0.35016483798041,5.02465235584843e-05,3.23965397426873e-06,0.136709652986103,0.00364080993807054
PeriMac->Alpha,SPP1_ITGAV,0.496336483957168,0.647636013243535,0.765685613922215,0.000457794214450001,0.0524268070876089,5.27E-06,0.0734496393749329,0.383864705470172,0.625433644483712,0.24156893901354,0.000710296811774719,1.96293429876511e-05,0.0774405790203034,0.111622391021403
PeriMac->Alpha,CD14_ITGB1,0.693625079724212,0.927697301492632,1.06480650771009,1.84857614679446e-05,0.000870439650431353,2.13E-06,0.112210959808714,0.419498080706491,0.618363324081473,0.198865243374983,3.58642227481255e-05,8.61318159912907e-06,0.00199152834418044,0.16235517808216
PeriMac->Alpha,TGFB1_ITGAV,0.292018236007834,0.376893780010058,0.447322413253369,2.99536985304919e-05,0.0234573602080296,4.52E-07,0.0122674382056315,0.368099519261184,0.615256579601363,0.247157060340179,5.6320923179284e-05,2.11688642377747e-06,0.0378106542285294,0.0231734839169969
PeriMac->Alpha,TGFB3_ACVR1B,0.318550532744432,0.201323742179336,0.34270531199924,1.09677933361593e-08,2.71702043984506e-07,0.558711678,1.40829238689248e-06,-0.662004928,0.105446303554287,0.767451231305814,3.86357916313043e-08,0.624300734300812,1.60204593317792e-06,6.66830019539748e-06
PeriMac->Alpha,TIMP1_CD63,0.726560287006137,1.01383229214667,1.10780430896089,0.000271619658385874,0.00379989590344974,4.51E-05,0.187032327955542,0.480664604424652,0.608548637625389,0.127884033200737,0.000435263386604266,0.000137251324224526,0.00745278153645483,0.253176252382716
PeriMac->Alpha,PECAM1_PECAM1,0.303653378022367,0.310394496443712,0.458729362939699,3.96861143271733e-05,0.716945263553708,9.94E-06,8.10006457991071e-05,0.03167755876592,0.595217835968567,0.563540277202647,7.31460332827253e-05,3.47929110838669e-05,0.76395538250274,0.000262079092616743
PeriMac->Alpha,COL1A1_ITGB1,0.479725313644687,0.490193625925057,0.722433072074991,7.49362815942945e-05,0.767170581514482,2.28E-05,0.000135983541803025,0.0311431564679533,0.5906553699056,0.559512213437647,0.000131602422203567,7.36454974615673e-05,0.807420420215175,0.000418221909159084
PeriMac->Alpha,CALM2_GP6,0.347882251983552,0.374100330725914,0.523751694759129,3.58453345184959e-05,0.694499399235009,3.92E-06,0.000145542695298858,0.1048261626068,0.590283927292851,0.485457764686051,6.65933639491197e-05,1.50364665088553e-05,0.744802298926669,0.000444102800702566
PeriMac->Alpha,OXT_AVPR1A,0.31887542408259,0.207129842681122,0.479015197391644,8.90099700080207e-13,1.83508337767965e-05,6.32E-07,2.81622478309124e-11,-0.622457482,0.587078514071056,1.20953599619595,6.92481234557813e-12,2.87529413456602e-06,6.46681441140754e-05,3.58386695452593e-10
PeriMac->Alpha,GNAI2_ADRA2A,0.344065281133268,0.417843406245933,0.516492327949574,5.55681638106703e-05,0.130889987635964,7.70E-07,0.00344954148036097,0.280280048680784,0.586064597599637,0.305784548918853,9.9663011951545e-05,3.43615819184669e-06,0.174970164039592,0.00749006585866088
PeriMac->Alpha,CALR_ITGAV,0.453399114655369,0.667212969314842,0.677982500689095,4.65450884053898e-06,3.30833173980096e-05,3.92E-06,0.631923549769779,0.557365757248945,0.580466461633764,0.0231007043848184,1.0001672071999e-05,1.50364665088553e-05,0.000109783416822708,0.695936584681523
PeriMac->Alpha,PYY_NPY4R,0.372723244016817,0.217582408349167,0.337534755999954,1.69794625364103e-08,1.2843639270582e-07,0.725821198,6.14645606334793e-06,-0.776542871,-0.143068727,0.633474143302281,5.76572357261142e-08,0.773678452153574,8.29103578657363e-07,2.52798266279061e-05
PeriMac->Alpha,SST_SSTR3,0.476484945325519,0.493039146844575,0.71143868822193,0.000159966681200949,0.318765940893016,0.000214275,0.000140686668496548,0.0492715671748469,0.578308797162828,0.529037229987981,0.000266316116766455,0.000559248918801069,0.382142230645169,0.000430552901488123
PeriMac->Alpha,SLITRK6_PTPRS,0.286935772820063,0.223955977411786,0.427419097844663,2.24023681516797e-07,0.0178544280657075,0.000281698,7.51158214042701e-08,-0.357512669,0.574923527151361,0.932436196138552,6.12992930826835e-07,0.000716769951805749,0.0296361522670008,4.72474971044526e-07
PeriMac->Alpha,COL1A1_CD44,0.352356962727683,0.301707386782723,0.524420477189927,2.07465760125695e-06,0.0329272323347812,9.11E-05,2.324126672825e-06,-0.223887703,0.573686295986429,0.797573999131029,4.73395452654718e-06,0.00025899251381377,0.0509953882149824,1.04985247477538e-05
PeriMac->Alpha,NID1_ITGB1,0.508868503439114,0.533347751556767,0.755796504628658,3.90472882107489e-05,0.517931330997444,7.47E-06,0.000131428822590634,0.0677836026247633,0.570704947522133,0.502921344897369,7.20682834249833e-05,2.70229587622961e-05,0.58151943374388,0.000405681024859507
PeriMac->Alpha,CPAMD8_SCTR,0.311652490173959,0.233094403425522,0.462615721793175,1.36668309254225e-08,0.000699461890556001,0.000154596,4.26939014020171e-08,-0.419023873,0.569876054402363,0.988899927185333,4.73092470519823e-08,0.000417627672087022,0.00164141777622889,2.83451040767271e-07
PeriMac->Alpha,MIF_CD44,0.450726317292173,0.464228381386799,0.666855592658925,6.61912147773325e-05,0.790342503040196,2.67E-05,9.3138623409682e-05,0.042583037385995,0.56512268959746,0.522539652211465,0.000117181941818743,8.53425177673452e-05,0.826635256611885,0.000296821687449782
PeriMac->Alpha,COL1A1_GP6,0.279581673862788,0.208743256987635,0.412805043253985,4.54206807693667e-09,0.00387366901586571,1.64E-05,6.04581913637422e-09,-0.421540201,0.562190797229545,0.983730997802226,1.71185499077436e-08,5.47728117176158e-05,0.00757994222361976,4.70353635563792e-08
PeriMac->Alpha,TGFB3_TGFBR2,0.320534197960223,0.190158029421791,0.271664376869794,2.3657600108587e-08,3.69939757381848e-08,0.075796532,0.000155732043323542,-0.753279426,-0.238652888,0.514626538205997,7.83658003596943e-08,0.11097630652198,2.75183258122638e-07,0.000471186668868634
PeriMac->Alpha,SERPINA1_LRP1,0.497002321339018,0.5159174798812,0.729215970141972,8.07886968762755e-05,0.76256034361456,9.40E-06,0.000273826016900494,0.0538877372188068,0.553093566266969,0.499205829048162,0.000141070191774972,3.31481903992989e-05,0.803656410036902,0.000779447386526644
PeriMac->Alpha,EFNA1_EPHA2,0.278521328165853,0.208521831353937,0.406884566246865,6.29276336263888e-09,0.000715037104964191,9.56E-05,1.79583757161788e-08,-0.417589371,0.546831747973626,0.964421118802629,2.30462884360799e-08,0.000270991640031881,0.00167374306527126,1.27679671250393e-07
PeriMac->Alpha,IFNB1_IFNAR2,0.335152794055806,0.200710111590125,0.327432310874915,2.89806564586157e-08,8.33997431308665e-08,0.840013054,2.36667844847587e-05,-0.739705658,-0.033622268,0.706083390384686,9.4422481119793e-08,0.872274492281307,5.66195636044194e-07,8.50072259044395e-05
PeriMac->Alpha,LAMB1_ITGB8,0.38214793541013,0.35577567383945,0.556363389680084,7.57574973511729e-07,0.253447865800202,1.32E-05,3.08852672584549e-07,-0.103163366,0.541896252235198,0.645059618327286,1.88695843869624e-06,4.47665269988063e-05,0.313383045093357,1.70472055021815e-06
PeriMac->Alpha,HLA-B_LILRB2,0.81763641369431,0.986699452368594,1.17562344062054,4.80923082320691e-05,0.0593986856628369,7.70E-07,0.00647200016780952,0.271151259294554,0.523894675886438,0.252743416591883,8.72602706066408e-05,3.43615819184669e-06,0.0866954999003196,0.0132102445438353
PeriMac->Alpha,SRD5A1_AR,0.32714782613507,0.207075071616042,0.370535061968598,3.2583149504409e-08,1.51591553877778e-05,0.079442485,2.06268028321433e-07,-0.659788794,0.179667379670424,0.83945617368199,1.04950144536301e-07,0.115769332975468,5.45752996747169e-05,1.18726953047935e-06
PeriMac->Alpha,VCAN_ITGB1,0.498436949431833,0.470627251791298,0.715181194170876,8.23837978228357e-06,0.49473833580656,2.53E-05,4.83757685289142e-06,-0.082826157,0.520897780014929,0.603723937417944,1.69566651829526e-05,8.12451331739488e-05,0.559927104635233,2.02717506216402e-05
PeriMac->Alpha,TIMP2_ITGB1,0.508821971698334,0.604747338749501,0.724939682206611,0.00051081805552127,0.107992938543861,2.67E-05,0.0138034890211713,0.249171545337182,0.510699991742663,0.261528446405481,0.000788500880672249,8.53425177673452e-05,0.147728131798964,0.025772407043532
PeriMac->Alpha,VCAN_CD44,0.373490924325047,0.284636156562984,0.531996279026025,1.16919512513138e-07,0.00608338887894039,0.000308205,7.87018420522194e-08,-0.39195425,0.510342967333316,0.902297217511789,3.36508859217077e-07,0.000777831744117284,0.0112859688668966,4.92374770397788e-07
PeriMac->Alpha,NDP_LGR4,0.260456478086314,0.16031012035253,0.235546630522281,3.98952609393222e-08,1.46509060438238e-07,0.179000937,3.55404267772673e-05,-0.700176811,-0.145029625,0.555147186152391,1.2627858637326e-07,0.237108880419568,9.30951305018997e-07,0.000122785592954944
PeriMac->Alpha,HSD17B12_AR,0.312934251745569,0.277793828222943,0.445174850494064,7.38729144184468e-06,0.148700969709102,9.56E-05,4.11819043909632e-06,-0.171845027,0.508512515427183,0.680357542914877,1.53198431679696e-05,0.000270991640031881,0.195777367035498,1.75809979020094e-05
PeriMac->Alpha,UBA52_FSHR,0.44554503201159,0.556954603483311,0.63329317355557,0.00023696915818541,0.00873117680662318,2.16E-05,0.0864568212424326,0.32198848503202,0.507302272501752,0.185313787469733,0.00038375838672804,7.01482592168555e-05,0.0156263271780854,0.129035650693478
PeriMac->Alpha,GNAI2_CNR1,0.331503857548649,0.37455123366096,0.469567509259071,0.000190597740398425,0.213228913707055,6.66E-06,0.00364047734323257,0.176137414931767,0.502306927984376,0.326169513052608,0.000313230395073381,2.42518072077051e-05,0.269402587980416,0.00786255444725016
PeriMac->Alpha,AGRN_PTPRS,0.289976623993802,0.239499671237945,0.409825187247845,1.25107434001424e-06,0.0329272323347812,0.000116123,9.60992340713517e-07,-0.275912928,0.49907204716301,0.774984974896528,2.97704628664613e-06,0.000322092132123383,0.0509953882149824,4.77323565185074e-06
PeriMac->Alpha,SORBS1_ITGB5,0.299350758187306,0.26019418367265,0.422817054921374,1.06038292639232e-07,0.0282790392048874,2.82E-05,6.84124449066769e-08,-0.202248211,0.498196645359856,0.700444856190478,3.06895809413204e-07,8.94486774922085e-05,0.0445510686882604,4.34707960551419e-07
PeriMac->Alpha,SORBS1_INSR,0.312140901102406,0.245599073490883,0.438518167520971,3.70779925637841e-09,0.000478502093069451,8.88E-06,4.26939014020171e-08,-0.345892292,0.490439200596839,0.836331493006229,1.41341853140571e-08,3.14692285770747e-05,0.00117367013519638,2.83451040767271e-07
PeriMac->Alpha,NTN4_UNC5A,0.392092072043917,0.222179668843907,0.336865555246999,5.58496323764104e-08,1.32741055854048e-07,0.236880052,6.32763558932208e-05,-0.819465664,-0.219019551,0.600446112126287,1.71257518345548e-07,0.30181903062027,8.54526272606321e-07,0.000209454168833202
PeriMac->Alpha,APP_SORL1,0.537927295423612,0.61169205546048,0.753533734380327,0.000248047005105317,0.102795460685681,7.86E-05,0.00192847479318629,0.185394342633057,0.486260903628352,0.300866560995295,0.000400516265124181,0.000226928464118593,0.141239660815442,0.00444827222325463
PeriMac->Alpha,CD274_PDCD1,0.36570863949498,0.220065473991518,0.351654255524154,5.69499689403258e-08,1.14957194620201e-06,0.670741345,3.09889629809608e-06,-0.732761888,-0.056537033,0.676224854675041,1.7400239445639e-07,0.726169366640487,5.59374393018904e-06,1.35838837728573e-05
PeriMac->Alpha,CDH1_ITGB1,0.583898975798582,0.674033196602436,0.817832235690813,0.000248322277057422,0.0635935480605985,2.04E-05,0.00918198415707848,0.207100866017694,0.486086148032959,0.278985282015265,0.00040082225502923,6.68534634450957e-05,0.0918978491571283,0.017937078160676
PeriMac->Alpha,APP_FPR2,0.359907415980544,0.369658975229226,0.502933829049626,4.08449155420821e-05,0.932584416326709,2.67E-05,4.42125525186979e-05,0.0385691122846228,0.482742766489781,0.444173654205159,7.50002701134924e-05,8.53425177673452e-05,0.945765104967987,0.000149743699581033
PeriMac->Alpha,TGFB1_TGFBR2,0.307762967990654,0.335342070811882,0.42729484523877,0.00225669065863843,0.637421019699264,0.000214275,0.00663852305543623,0.123813841627546,0.473412263745895,0.349598422118349,0.00315882509960673,0.000559248918801069,0.692991057314072,0.013491098706124
