Direction,Ligand-receptor pair,Mean interaction  score in Control,Mean interaction  score in OW,Mean interaction  score in T2D,P_Global_KW,P_OW_vs_Control,P_T2D_vs_Control,P_T2D_vs_OW,Log2FC_OW_vs_Control,Log2FC_T2D_vs_Control,Log2FC_T2D_vs_OW,FDR_Global,FDR_T2D_Control,FDR_OW_Control,FDR_T2D_OW
IntraMac->Alpha,ALB_FCGRT,0.522338010492969,0.615353717387925,0.580202278714651,0.31122380248925,0.16088117350599,0.237752564,0.899685847521553,0.236432245555324,0.151572269055587,-0.084859976,0.328367337362258,0.302641364236796,0.210034931625455,0.923038889758144
IntraMac->Alpha,APOC3_SDC2,0.419956140468409,0.396348392282891,0.466418250583756,0.00934456594185996,0.259352478236734,0.039979047,0.00277354693356309,-0.083469538,0.151385577785369,0.234855116262582,0.0119111930999822,0.0632611620138663,0.320047614365956,0.00616872813454374
IntraMac->Alpha,HSPG2_ITGB1,0.562902288722565,0.699771439795715,0.624781279387993,0.0699909460330216,0.0256864721870785,0.440690004,0.213582629256647,0.313999269555684,0.150466711613351,-0.163532558,0.0793576692106509,0.512073046673081,0.0409928849548449,0.283722410382513
IntraMac->Alpha,LAMA3_ITGB1,0.533298118849491,0.572442886364388,0.589070740881812,0.403170925977942,0.243892473436772,0.246691008,0.953089771843883,0.102189520896284,0.143498656842124,0.0413091359458398,0.420386585906801,0.312145106545509,0.30321591259739,0.965091336491505
IntraMac->Alpha,LAMB1_ITGA2,0.362474560300007,0.317910830587177,0.399618347064311,0.0992952981647409,0.105184865145153,0.447262964,0.068206197929805,-0.189257578,0.140743075100091,0.330000652915581,0.110925334285114,0.518205058644542,0.144246460169654,0.104953384079383
IntraMac->Alpha,CCL3L3_CCR1,0.385678925480722,0.300858879581935,0.424972534015313,0.000809657063394038,0.00212495980395473,0.501782694,0.00187444994072733,-0.358313377,0.139969287066168,0.498282664193404,0.00121461580690569,0.57066922293753,0.0044313939305365,0.00433975404495024
IntraMac->Alpha,B2M_KIR3DL1,0.783445003032177,0.88073612179225,0.863096264791321,0.162342703955022,0.146510764902915,0.059477138,0.755843510870752,0.168877833750028,0.139689475447191,-0.029188358,0.176804756858429,0.0897584915149517,0.193139120267721,0.804760674512313
IntraMac->Alpha,IL24_IL22RA1,0.354346644955503,0.319767299152869,0.390133091885481,0.404386481334127,0.46976115700668,0.508833511,0.192710846140104,-0.148138979,0.138804986222052,0.286943965222422,0.421465597529021,0.577772244738576,0.536337425035549,0.259657196705892
IntraMac->Alpha,COL4A1_ITGB8,0.42528945493267,0.444049463271485,0.468102484508604,0.719408610678074,0.930478634100128,0.408656484,0.523021412901418,0.0622753054072405,0.13837933830062,0.0761040328933794,0.729973188339505,0.480336149164059,0.944245506841383,0.597665532223989
IntraMac->Alpha,AGRN_LRP4,0.330388942722704,0.271790522406096,0.363036352510699,0.0122763137201119,0.0100629587210332,0.716514804,0.022759268700341,-0.281670254,0.135948614562345,0.417618869019053,0.0153874569176571,0.765507971168676,0.017761074541116,0.0401092874431855
IntraMac->Alpha,GAS6_TYRO3,0.351470411181232,0.31913269712312,0.386017135158705,0.0989502399092653,0.151780062309345,0.321118286,0.0553543047588464,-0.13924681,0.135261649280347,0.274508459593807,0.11055310071549,0.390482514428688,0.19918464001429,0.0879783531760981
IntraMac->Alpha,DKK1_LRP5,0.334011934339556,0.343201395801204,0.366042983909716,0.591298408708454,0.676299250629834,0.289772676,0.512144155517185,0.0391557686628277,0.132113420200256,0.0929576515374283,0.605580978967113,0.357634231416969,0.727878090443648,0.587033753092197
IntraMac->Alpha,UBA52_TGFBR2,0.500633084184612,0.541058402130696,0.54841791246859,0.306969978424363,0.27823110486455,0.129870127,0.614097767166674,0.112030693271069,0.131522058815228,0.019491365544159,0.324062467037399,0.17870313367376,0.33948198118725,0.680806271943277
IntraMac->Alpha,COL6A3_ITGB1,0.596495631422006,0.767755235845516,0.652934259188355,0.0375664367632678,0.0143243114489518,0.39011163,0.148326624257048,0.36413487337658,0.130426168808713,-0.233708705,0.0441334662629424,0.461738521290374,0.0243738010207629,0.207031385765337
IntraMac->Alpha,SST_SSTR2,1.11628515499717,1.08413210821241,1.22118814193083,0.288885445050767,0.895882906351049,0.224772343,0.11412299910194,-0.042165042,0.129579875017292,0.171744916883991,0.305697496475729,0.288679115128326,0.915813232925215,0.164763865597105
IntraMac->Alpha,COL6A2_GP6,0.38498877183916,0.360542207946944,0.420887548755891,0.572285914388207,0.750627143918913,0.523087349,0.274611421485592,-0.094648207,0.128618459947606,0.223266667308356,0.587011547109434,0.591150810433913,0.793141141648802,0.350229059285973
IntraMac->Alpha,NID1_ITGAV,0.348564213379742,0.407874210935852,0.380073760816179,0.235276241547371,0.096143992219555,0.460572518,0.444418557798203,0.226699833211117,0.124854971335206,-0.101844862,0.251478948224347,0.531315909985644,0.133278519753902,0.523030066507903
IntraMac->Alpha,RARRES2_CMKLR1,0.349439356619419,0.297370144974945,0.380994456148648,0.0125603618349826,0.0135976317498568,0.474097805,0.0190432782489805,-0.232782292,0.124727899757669,0.35751019152019,0.015720254286424,0.544025626820001,0.0232731576078284,0.0342595370311457
IntraMac->Alpha,TGFB1_TGFBR2,0.36498686098327,0.366295597981116,0.39678028552637,0.348567673642262,0.940390216957195,0.185134941,0.195597169617626,0.00516383338361196,0.120495815344251,0.115331981960639,0.36598821023582,0.244184440198365,0.952483154100012,0.263090179984602
IntraMac->Alpha,HLA-DRA_CD4,0.453255385781762,0.665189456266345,0.49259529504477,0.00115598389140108,0.000568771621249033,0.396236386,0.0186182986010441,0.55344113721879,0.120078685133705,-0.433362452,0.00169357903863504,0.467741459191443,0.0013652356211298,0.0336181744774564
IntraMac->Alpha,TFPI_VLDLR,0.347540039144978,0.302564119999388,0.377227947811724,0.0787803861270327,0.134760951361939,0.354569701,0.0403110945358299,-0.199938282,0.118257368678027,0.31819565081845,0.0888052497634999,0.42555663504215,0.179194605032668,0.0666232972767933
IntraMac->Alpha,ADCYAP1_SCTR,0.340198939502291,0.298535328368878,0.368015344629969,0.124237242717349,0.0736994949152966,0.733026923,0.124070583849741,-0.188476974,0.113387277574023,0.301864252031103,0.137081263315286,0.780289299932763,0.105021217318956,0.177722728217196
IntraMac->Alpha,LTF_TFRC,0.341948953630866,0.300190340852558,0.369800378963749,0.0634956070851985,0.096143992219555,0.453890587,0.0349123085840745,-0.187903418,0.11296572816771,0.300869145804229,0.0722565600696268,0.524645773842156,0.133278519753902,0.0586778404454499
IntraMac->Alpha,CCL5_CCR1,0.379651732217338,0.285803474696869,0.40963665853539,0.000235976672203439,0.000506598457943142,0.474097805,0.00136534563140602,-0.409653133,0.109668237452525,0.519321370586684,0.000382283848265662,0.544025626820001,0.00122965142224658,0.00328245980663797
IntraMac->Alpha,ARF1_CHRM3,0.449176020931395,0.433430522451904,0.484623021170481,0.253549781592183,0.783937687224097,0.196448878,0.10662613730658,-0.05148016,0.109582026750927,0.161062186267002,0.270082489744419,0.256721089353004,0.820899275530576,0.155359045422645
IntraMac->Alpha,POSTN_ITGB5,0.365582360836409,0.328653620664192,0.393849286512793,0.221475411204336,0.2951402264627,0.487835666,0.0961187514819771,-0.153628584,0.107447199120695,0.261075782634934,0.237435080532588,0.557389893756492,0.357587742881422,0.141731854856763
IntraMac->Alpha,PCSK9_VLDLR,0.326847486636635,0.286921743620621,0.351099313208116,0.0419223940427779,0.0606941363469115,0.523087349,0.0265122822335032,-0.1879603,0.103261570527162,0.29122187006619,0.048893734887601,0.591150810433913,0.0882961484472849,0.0459421453973839
IntraMac->Alpha,PROS1_TYRO3,0.349532629607553,0.282750396367376,0.37450954977028,0.00180529424785354,0.0017214491069322,0.544840938,0.00791612887988383,-0.305898093,0.0995753662317069,0.40547345913993,0.0025643040572526,0.611443814349082,0.00366781116250882,0.0156876248548027
IntraMac->Alpha,CALR_MTNR1A,0.585883239898922,0.656001866070481,0.627014957142716,0.454340405657014,0.259352478236734,0.310435557,0.926346325325897,0.163086738491724,0.0978866780770607,-0.06520006,0.470741675438034,0.379520691439766,0.320047614365956,0.94416067773601
IntraMac->Alpha,PDCD1LG2_PDCD1,0.400837352586291,0.284134348940052,0.42867688891487,1.03381026143372e-05,0.000254230781040522,0.321118286,2.84999741435071e-05,-0.496443704,0.0968736852370284,0.593317388938367,2.09411120926248e-05,0.390482514428688,0.000665767750012911,0.000100623678580861
IntraMac->Alpha,WNT4_LRP5,0.302149575342043,0.315635758408392,0.323059732860682,0.858245488083187,0.708480876591884,0.791739706,0.631923549769779,0.0629977430852909,0.0965380252451022,0.0335402821598113,0.863708481264427,0.831683330418429,0.756058759506818,0.695936584681523
IntraMac->Alpha,CALM3_SELL,0.336409710624456,0.336184243457577,0.35953495756592,0.329855965844956,0.312724279024851,0.157302096,0.501386078125951,-0.000967241,0.0959127001104125,0.0968799415575952,0.347240317052449,0.211917092592409,0.37581706708887,0.57711368913609
IntraMac->Alpha,MMP7_CD151,0.629825262305497,0.48241406530171,0.672675023509363,0.000160522388323732,0.00168524091901395,0.260529726,0.000265026740733076,-0.384679653,0.0949580664426711,0.479637719728131,0.000267098258702065,0.327390715368799,0.00359723736671903,0.000757636971363203
IntraMac->Alpha,TENM1_ADGRL1,0.36804093700001,0.297474249334525,0.392795750224638,0.00293564505749979,0.0158811158178125,0.284753177,0.00204083741041484,-0.307101457,0.0939130751197443,0.401014531743544,0.00404008514257275,0.352184783538217,0.0267447279921565,0.00468543720510696
IntraMac->Alpha,TULP1_TYRO3,0.341585233992151,0.261060495903005,0.363736839292674,0.000109239857572555,0.000230607939912573,0.691992115,0.000901681955746287,-0.387861447,0.0906494375430856,0.478510884671815,0.000186491469882282,0.745176650054899,0.000610417384649399,0.00226525431812587
IntraMac->Alpha,CD14_ITGA4,0.393417251897955,0.39792010613974,0.415838261190766,0.898876268923542,0.871288470042623,0.817285676,0.625957126257865,0.0164185742417725,0.0799622829689696,0.063543708727197,0.903039077708002,0.853042495768208,0.895184364859301,0.690997405175546
IntraMac->Alpha,GNAS_ADCY8,0.712404888702252,0.63272573772943,0.750471757027982,0.107786239213333,0.25153963182555,0.255859133,0.0454869200263217,-0.171117134,0.0751003623107616,0.246217496328658,0.119736815455754,0.322346568508233,0.311353726866869,0.0739459724652368
IntraMac->Alpha,VEGFA_NRP1,0.375267207124118,0.452764119351701,0.395159456890606,0.181895180608064,0.0678707266561337,0.474097805,0.400690839780537,0.27084140610723,0.0745167094803404,-0.196324697,0.196857900535099,0.544025626820001,0.0974296919434311,0.479492514877851
IntraMac->Alpha,HLA-C_KIR3DL1,0.51079210247332,0.548244090378043,0.5374939179498,0.81434530613336,0.676299250629834,0.508833511,0.833591954560314,0.102082136494679,0.0735122105120876,-0.028569926,0.822100975715582,0.577772244738576,0.727878090443648,0.869055471529612
IntraMac->Alpha,WNT8A_LRP5,0.377356336899878,0.354813555986413,0.396441709583535,0.466727964976736,0.359641779075604,0.667784117,0.289650352895715,-0.088866371,0.0711812546767224,0.160047625634494,0.4830934817247,0.723976085758055,0.424274505528928,0.3652640924444
IntraMac->Alpha,GNAI2_EDNRA,0.386250302918424,0.393523266104793,0.404680183829617,0.847793307522577,0.596328578897772,0.938619893,0.692855884532185,0.0269128695591926,0.0672461409635511,0.0403332714043585,0.853689403865763,0.9531293663207,0.655497641286639,0.750908516393916
IntraMac->Alpha,MMP1_CD44,0.375804784552567,0.365599042843542,0.393335801786636,0.551942812277163,0.272744213940366,0.825845187,0.579129894131396,-0.039721141,0.0657780729929434,0.105499214055735,0.566955462275232,0.860051792638774,0.334186001265695,0.649293708228085
IntraMac->Alpha,EFNA1_EPHB1,0.409961693102781,0.294243870595244,0.428571670794143,3.96547969440208e-05,0.000347628108384689,0.360348873,0.000150556238946964,-0.478476746,0.0640473784551713,0.5425241246615,7.31460332827253e-05,0.431604299821636,0.000877347130685167,0.000457753779953481
IntraMac->Alpha,COL1A2_ITGAV,0.420160860790582,0.504408526729861,0.437941631247304,0.365888695793001,0.16088117350599,0.60493012,0.506750111067251,0.26365088619109,0.059796823440088,-0.203854063,0.383053844484525,0.666366102998128,0.210034931625455,0.582281970440418
IntraMac->Alpha,B2M_HFE,0.536558726287621,0.663862503844181,0.558352434648477,0.0260733132883502,0.00886336866845509,0.402418081,0.139118135483623,0.307148385197232,0.0574399628545251,-0.249708422,0.0312130218626451,0.473959072640105,0.0158416368920002,0.195701096032459
IntraMac->Alpha,TGFB1_CD109,0.321681346681165,0.34424900569228,0.334527057718168,0.679666637856223,0.386383267438571,0.683886723,0.730425853855322,0.0978202061435042,0.0564906246966568,-0.041329581,0.691301973385983,0.73826082729583,0.452559407165619,0.783601192037084
IntraMac->Alpha,COL1A1_ITGAV,0.344549131426875,0.379087787835756,0.358245291068399,0.769933019274057,0.477453343580778,0.65183106,0.926346325325897,0.137822260466432,0.056238020487237,-0.08158424,0.779374411697059,0.709815564397732,0.543420051399115,0.94416067773601
IntraMac->Alpha,PDGFB_ITGAV,0.327002897287527,0.305331776678433,0.339210762861582,0.191749737545442,0.0598429785628213,0.894975469,0.3640794951976,-0.098925676,0.0528785276809002,0.151804203197287,0.206922900488649,0.918307246503891,0.0872240454513245,0.443012461675347
IntraMac->Alpha,C1QL1_ADGRB3,0.280393278387472,0.238417272937841,0.290519337020883,0.0531941387590848,0.0296424998339418,0.733026923,0.0775948741624135,-0.233963004,0.0511824273458721,0.2851454313291,0.061175554967913,0.780289299932763,0.046409069897786,0.117272356802818
IntraMac->Alpha,HLA-DPB1_CD4,0.357208750792233,0.515944472954148,0.367981819079047,0.000584646648054605,0.000420144485711986,0.894975469,0.00630924446350958,0.530448383239548,0.0428670649215172,-0.487581318,0.000894176739310273,0.918307246503891,0.00104203875637368,0.0129289614137999
IntraMac->Alpha,TGFA_ERBB2,0.295802236342667,0.233958011318732,0.304496513507445,0.0125219033129474,0.00485211131069105,0.973673294,0.0532494364152656,-0.338383327,0.0417927495613092,0.380176076803949,0.015676327218249,0.980823378854399,0.00925761798038988,0.0849804521610945
IntraMac->Alpha,COL6A1_ITGA6,0.4672230145809,0.47077354421564,0.480863754907935,0.807699522786536,0.699229823195873,0.700132481,0.562003796158154,0.010921907766022,0.0415168465466083,0.0305949387805864,0.815833367466465,0.751534612370246,0.748498484137148,0.633595771158238
IntraMac->Alpha,SLURP1_CHRNA7,0.330179358748801,0.248269259187499,0.339567421938163,0.00925315773683883,0.00588042978424124,0.741329491,0.027089855547948,-0.411344294,0.0404481208000794,0.451792414543565,0.0118059711898827,0.7878684619472,0.0109595702352452,0.0468472696609675
IntraMac->Alpha,CRH_CRHR1,0.379822076836152,0.27624975450629,0.389498245111441,0.000488440059690546,0.00161491760280281,0.440690004,0.00121432419200573,-0.459350579,0.0362930647786442,0.495643644274128,0.000755207836365558,0.512073046673081,0.00346218142931387,0.0029551829019122
IntraMac->Alpha,FLRT2_ADGRL1,0.344563548719179,0.305057116517391,0.353189790974053,0.180882823819318,0.0788639017427617,0.886279899,0.232731917241407,-0.1756907,0.0356735547471408,0.211364254594219,0.195853160834196,0.9109883079096,0.111477871716394,0.305119230362312
IntraMac->Alpha,COL11A1_DDR1,0.417288774552601,0.424381655602363,0.427672669392157,0.991320382966913,0.890955228659579,0.929872231,0.953089771843883,0.0243161840327105,0.0354609027072451,0.0111447186745346,0.991591087078747,0.946616629118788,0.911875178070721,0.965091336491505
IntraMac->Alpha,CCL3_CCR1,0.411996471975619,0.321806098534723,0.422200924043779,0.00109647437176569,0.00313900514063347,0.597260659,0.00182181853557909,-0.356440316,0.0352977528184373,0.39173806837812,0.00161323547946851,0.659241204930201,0.00629555793417093,0.00423366300445484
IntraMac->Alpha,THBS4_ITGAV,0.318368321968561,0.326547910739067,0.325986885263791,0.946286666517007,0.846817870927493,0.75 ,0.859915686726938,0.0365978846389184,0.0341171315115685,-0.002480753,0.948625687831342,0.795508296483703,0.874473275767924,0.89085889891036
IntraMac->Alpha,SELL_PODXL,0.344616901080483,0.311373846521171,0.352633085074568,0.118639503922329,0.0391444056588609,0.60493012,0.293495147577689,-0.146345685,0.0331743812784033,0.179520066325669,0.131137491715545,0.666366102998128,0.0596632379061853,0.369513124119947
IntraMac->Alpha,ALDH1A1_RXRA,0.54862758762814,0.503677970340041,0.560596806937386,0.260796259381325,0.188553107107033,0.700132481,0.176047713542323,-0.123325537,0.0311363573550004,0.154461894387639,0.277326437244528,0.751534612370246,0.241762664342873,0.240681968624181
IntraMac->Alpha,LAMC1_ITGAV,0.347598306857357,0.358517352475062,0.355048378096335,0.90875154946154,0.846817870927493,0.620398175,0.840156629664503,0.0446218930390842,0.0305945614792645,-0.014027332,0.912468724798411,0.68051201543634,0.874473275767924,0.874272762328256
IntraMac->Alpha,VEGFB_NRP1,0.378859437120713,0.389579524036201,0.386273582789975,0.593177437048752,0.356382801558699,0.414951351,0.979886151019647,0.0402551676488505,0.0279603302550284,-0.012294837,0.607238710797932,0.486631405271937,0.421122215979167,0.985698049898767
IntraMac->Alpha,EFEMP2_CATSPER1,0.361657380326368,0.272688654636602,0.366628566866352,0.002584169500506,0.00823679047049401,0.612642855,0.00234852056003735,-0.407368914,0.019695608751961,0.42706452305628,0.00358867546534465,0.673351308211909,0.0148268586470027,0.00532628246633319
IntraMac->Alpha,GNAI2_MTNR1A,0.448187132452721,0.527938413018734,0.453060819378373,0.319011737969726,0.1762917826716,0.774829078,0.278320196205448,0.236268411069761,0.0156035028290911,-0.220664908,0.336090071355501,0.817047890957528,0.227794673605857,0.354087669149539
IntraMac->Alpha,EFNB3_EPHB1,0.37319783377464,0.304521461744425,0.37572930937191,0.0352465688886955,0.0143243114489518,0.903683514,0.0895863259790095,-0.293396703,0.00975304800489592,0.303149750765584,0.0414916701910337,0.925918257724469,0.0243738010207629,0.133109469374355
IntraMac->Alpha,SEMA3C_PLXND1,0.344982650602266,0.28036299789576,0.347003709916941,0.0306600227770207,0.0335881288485929,0.691992115,0.027089855547948,-0.299227853,0.00842727747070674,0.30765513009572,0.0363724650214994,0.745176650054899,0.051949936312332,0.0468472696609675
IntraMac->Alpha,GNAI2_ADCY8,0.399801912981006,0.403307512446548,0.401850654111684,0.79201911286001,0.583429352967046,0.508833511,0.906341555654119,0.0125949040393452,0.00737405509114935,-0.005220849,0.800949076838483,0.577772244738576,0.643061444461374,0.928437736782519
IntraMac->Alpha,LTF_GP9,0.330245453168523,0.279972341812112,0.330981801382898,0.0805230230095189,0.0236926195014795,0.929872231,0.210504932604814,-0.238254386,0.00321319590461222,0.241467581842822,0.0906819701355538,0.946616629118788,0.0381305649947897,0.280232626136393
IntraMac->Alpha,CXCL9_CXCR3,0.342760382435638,0.260019974731766,0.343062576044883,0.00403948839592746,0.00354099216010225,0.667784117,0.0122674382056315,-0.39857791,0.00127138715028106,0.399849297322514,0.00542709891361247,0.723976085758055,0.00699499679572931,0.0231734839169969
IntraMac->Alpha,CADM1_CADM1,0.327417242265532,0.327249017993544,0.325558092170918,0.846717769059212,0.649175330674308,0.991223034,0.620015092649449,-0.000741435,-0.008215299,-0.007473864,0.852751387366047,0.993653771813764,0.703556115316596,0.686061777489212
IntraMac->Alpha,ITGB3BP_ITGB5,0.389134291500667,0.329110656537524,0.385959104444959,0.21875416180219,0.246423169929327,0.559585561,0.104814276708141,-0.241695378,-0.01182013,0.229875248093194,0.234706558694597,0.624828119371443,0.305954389604787,0.153077747476678
IntraMac->Alpha,VCAN_TLR1,0.321062977506678,0.261912545461269,0.318442967725554,0.0846921816595873,0.0799313150873913,0.559585561,0.0632745108458676,-0.293771148,-0.011821301,0.281949846246363,0.0952276603809824,0.624828119371443,0.11270340910525,0.098567908679067
IntraMac->Alpha,LAMA3_ITGB8,0.348163326971079,0.283583751846864,0.34520824534897,0.0384054233457871,0.0133627478443292,0.708306991,0.124070583849741,-0.295989372,-0.012297324,0.28369204839713,0.0450623633923902,0.75865054676703,0.0229258252514076,0.177722728217196
IntraMac->Alpha,COL6A1_ITGA2,0.387545971261962,0.399567233647186,0.383695186470373,0.986512270260152,0.817648972320709,0.947374871,0.993294752319972,0.0440708251293161,-0.014406789,-0.058477614,0.987359061908444,0.960555739096579,0.849919457954279,0.995322102228026
IntraMac->Alpha,DAGLB_CNR1,0.320296485211934,0.247545112312714,0.316879803245422,0.00878335657795581,0.00383443124661247,0.991223034,0.0387007495546757,-0.371716501,-0.015472256,0.356244245195311,0.0112450110018078,0.993653771813764,0.00751104045955505,0.0642442055864942
IntraMac->Alpha,INHBB_ACVR1B,0.34609045649102,0.27142338729309,0.34197610921489,0.00477911471040208,0.000915707238434396,0.530289361,0.0995250390802248,-0.350604122,-0.017253619,0.333350503003812,0.00635851975732857,0.598503732723284,0.00208690865382752,0.14622295866126
IntraMac->Alpha,CALM2_PDE1B,0.381066894190666,0.405071886001996,0.37617131291755,0.336090106826281,0.337221721849731,0.65183106,0.160483268481407,0.0881336809789066,-0.018654445,-0.106788126,0.353364350369201,0.709815564397732,0.401225028241619,0.22151345492669
IntraMac->Alpha,COL6A2_ITGB8,0.420809610024242,0.398787276132655,0.415366857647595,0.820835405183252,0.508899956988657,0.808747617,0.873138094207394,-0.077548272,-0.018781544,0.0587667279295556,0.828294316264536,0.84611908559948,0.57331144912925,0.901952618246574
IntraMac->Alpha,GNAI2_OPRD1,0.403620072166787,0.398830656801872,0.397809530641205,0.866531722297361,0.587714632276168,0.825845187,0.853318943160565,-0.017221613,-0.020920082,-0.003698469,0.871765304744368,0.860051792638774,0.647325786972736,0.885795582216976
IntraMac->Alpha,INS_INSR,2.44196092937775,2.70120096962884,2.40599031872791,0.187992985153043,0.101230836884538,0.434172047,0.23603833595107,0.145560862608169,-0.02140928,-0.166970143,0.203103841267962,0.505549476412072,0.139356736490403,0.308352088250764
IntraMac->Alpha,CALM2_ADCY8,0.393951310197115,0.413119355805021,0.388057078581124,0.643923381570884,0.736488282044174,0.574518588,0.3422959630811,0.068541322895137,-0.021748462,-0.090289785,0.65738396665133,0.638217148124396,0.781023747963482,0.42012325573954
IntraMac->Alpha,TGFB3_ENG,0.349580108066595,0.319036772923157,0.34286070225316,0.397644946168135,0.17430737060182,0.508833511,0.656026612916628,-0.131900372,-0.028000538,0.103899833741331,0.414949329662866,0.577772244738576,0.225605543634491,0.718241343343463
IntraMac->Alpha,LAMA3_SDC2,0.400504630914856,0.393899874341843,0.39205252389871,0.771850473373363,0.481325127101308,0.636033749,0.946397770650726,-0.023989967,-0.030771977,-0.006782009,0.781082008210521,0.695210078052564,0.547136337509262,0.959565043981518
IntraMac->Alpha,INS_IGF1R,2.50730382908028,2.71686999550052,2.43316581114939,0.232168142073184,0.14307641558132,0.741329491,0.184239845035576,0.115808703904949,-0.043302191,-0.159110895,0.248213688167182,0.7878684619472,0.189050351929151,0.249903922421383
IntraMac->Alpha,IFNB1_IFNAR2,0.393713002483369,0.253094916195992,0.381347123640407,7.12593783537262e-06,3.55744177489394e-07,0.691992115,0.0190432782489805,-0.637465828,-0.04603954,0.591426287197631,1.48173758645466e-05,0.745176650054899,2.01970887864946e-06,0.0342595370311457
IntraMac->Alpha,ADAM15_ITGB1,2.4140376836604,2.82638730849471,2.33747735065582,0.019220697245918,0.0229334986343957,0.964902616,0.0170002605530732,0.227510978987637,-0.046495811,-0.27400679,0.023445882556548,0.974408530843606,0.0370366473790933,0.0309723496951302
IntraMac->Alpha,DAGLB_CNR2,0.311982936808527,0.256218986582514,0.301335399868514,0.0270457104635313,0.00808647359746993,0.628195378,0.130356257309395,-0.284089738,-0.05009696,0.233992777404717,0.032302482356443,0.688174573042598,0.0145816017237965,0.185432586350695
IntraMac->Alpha,HGF_MET,0.357360790527914,0.276201416242213,0.344617937871151,0.00807094926143487,0.00320297308090861,0.348848642,0.065702219319384,-0.371660633,-0.052383553,0.319277079746374,0.0103899827091726,0.419662126769493,0.00640731994396644,0.101679351501283
IntraMac->Alpha,LTF_LRP1,0.34543408446878,0.287656208004881,0.332774369654348,0.125752680945857,0.0678707266561337,0.834425178,0.139118135483623,-0.264064836,-0.053866121,0.210198714587129,0.138671356881777,0.867631040430863,0.0974296919434311,0.195701096032459
IntraMac->Alpha,CALM1_MYLK,0.410853783753971,0.362273292359688,0.395602444344993,0.107500605187679,0.119255871881743,0.817285676,0.0532494364152656,-0.181546602,-0.054573713,0.126972889065431,0.119447962500378,0.853042495768208,0.161126705230721,0.0849804521610945
IntraMac->Alpha,COL6A3_ITGB8,0.395880273507466,0.366240887191479,0.379282770096803,0.489309005404421,0.254125462603469,0.408656484,0.79446245897226,-0.112271317,-0.061790345,0.0504809719900011,0.505344818690482,0.480336149164059,0.314137598087087,0.835861247156919
IntraMac->Alpha,ADAM9_ITGB1,0.535001872231758,0.652908462338181,0.512143957413285,0.0105421028690291,0.0106198935403061,0.612642855,0.0173927531840683,0.287336799634365,-0.062994549,-0.350331349,0.0133446513179948,0.673351308211909,0.0186523003095417,0.0316010131867918
IntraMac->Alpha,CALM3_MYLK,0.366480244219662,0.367339286197717,0.350535124765365,0.959777371989331,0.764850258855267,0.886279899,1,0.00337776827418308,-0.064176415,-0.067554183,0.961633010302522,0.9109883079096,0.805341823524318,1
IntraMac->Alpha,SEMA3A_NRP1,0.30526079344493,0.294658476005231,0.291447837364069,0.905571739035065,0.680862242854792,0.75 ,0.926346325325897,-0.05099854,-0.06680461,-0.01580607,0.909471703458127,0.795508296483703,0.732028930538209,0.94416067773601
IntraMac->Alpha,CCL13_CCR1,0.366513359978609,0.27601521939622,0.349815367612269,0.00223479706474194,0.000568771621249033,0.708306991,0.0419779063709174,-0.409117968,-0.067272118,0.341845849095018,0.00313099835084302,0.75865054676703,0.0013652356211298,0.0690721309980451
IntraMac->Alpha,PDX1_SLC2A2,0.347066482712686,0.252967029432794,0.330586684507375,0.0014777008383243,0.00261358127748016,0.766412592,0.00335753265562577,-0.456262682,-0.07018343,0.386079252167443,0.00212683126367676,0.810187744881292,0.00533818396241185,0.00731582915479495
IntraMac->Alpha,LYZ_ITGAL,0.438606880913305,0.452831417329762,0.417423125101925,0.947448063399222,0.945349569794079,0.817285676,0.736753815217303,0.0460456100091386,-0.071417918,-0.117463528,0.94958585316299,0.853042495768208,0.956319356581626,0.788485496597866
IntraMac->Alpha,PF4_SDC2,0.402624634842421,0.394842587362204,0.382247424685102,0.630137870667215,0.340368400046212,0.544840938,0.979886151019647,-0.028157841,-0.074928665,-0.046770824,0.643592035211189,0.611443814349082,0.404401533006122,0.985698049898767
IntraMac->Alpha,UBA52_AGTR1,0.462265448246013,0.489624428572364,0.438564448029014,0.793144969432874,0.708480876591884,0.78327176,0.501386078125951,0.0829540060445327,-0.075932668,-0.158886674,0.802000680202694,0.824459374743052,0.756058759506818,0.57711368913609
IntraMac->Alpha,SELPLG_SELL,0.316946327849021,0.235345598611138,0.300160469100598,0.00305497406965685,0.00240696757019569,0.929872231,0.0116967260085579,-0.429457679,-0.078504565,0.350953114065245,0.00419008941652097,0.946616629118788,0.0049475966273216,0.0222033089556019
IntraMac->Alpha,VEGFA_ITGAV,0.388755027687288,0.470739331117745,0.367952628478642,0.158017428298591,0.190656379530871,0.612642855,0.072108820168348,0.276067063745692,-0.079341293,-0.355408356,0.172436426201364,0.673351308211909,0.244190952665655,0.109878152772919
IntraMac->Alpha,LAMA5_BCAM,0.520754614934858,0.502728794993492,0.491341673652349,0.796680709831331,0.658167295715276,0.530289361,0.736753815217303,-0.050823394,-0.083877111,-0.033053717,0.805488582409132,0.598503732723284,0.711730180203118,0.788485496597866
IntraMac->Alpha,NGF_MAGED1,0.41658030230143,0.404482568581317,0.393048710057063,0.77043872792435,0.640234201821953,0.487835666,0.736753815217303,-0.042517094,-0.083886509,-0.041369415,0.779801698576208,0.557389893756492,0.695320134427195,0.788485496597866
